# /Users/gsalam/work/fastjet/fastjet-release/example/.libs/fastjet_timing_plugins -incl 5.0 -antikt -R 1.5 -dense -root files/dR-1.050-pt2-005.dat 
# output for root
0 -105 1.28588e-14 -52.1979 119.806
 0 -0.955181 4.55902 1.01662e-100
 1 -1.93839 2.85819 1.01656e-100
 2 0.952856 3.62069 1.02361e-100
 3 -0.626122 1.65179 1.0025e-100
 4 -0.738683 1.66994 9.92891e-101
 5 -1.0564 4.51699 9.93611e-101
 6 0.641605 4.14675 1.0468e-100
 7 1.02692 3.22897 9.89679e-101
 8 -1.94997 3.3382 9.64492e-101
 9 0.528852 4.25695 9.75881e-101
 10 -0.554517 4.63309 1.04498e-100
 11 -1.95668 3.04592 1.0494e-100
 12 0.257405 1.83724 9.77325e-101
 13 -0.472109 4.6332 1.02959e-100
 14 -1.64885 4.0507 9.52854e-101
 15 0.962876 3.56364 1.03049e-100
 16 0.2363 4.45314 9.79255e-101
 17 -0.947383 1.73351 1.02004e-100
 18 0.652489 2.16892 9.53366e-101
 19 0.833755 3.8533 1.0458e-100
 20 -1.36504 1.96368 9.57016e-101
 21 -0.342074 1.66609 1.03645e-100
 22 -0.0523459 4.55933 1.02537e-100
 23 -1.86092 3.62319 1.02076e-100
 24 0.946155 2.72406 9.68256e-101
 25 -1.45105 4.23799 9.67644e-101
 26 0.835822 2.45553 9.90448e-101
 27 -1.75386 2.42946 1.02696e-100
 28 0.865151 3.76144 1.04647e-100
 29 -1.56056 4.12137 1.00229e-100
 30 -1.16689 4.4323 9.63926e-101
 31 0.352215 4.35474 1.03285e-100
 32 0.673767 4.05507 1.04578e-100
 33 -1.73801 3.85991 1.02307e-100
 34 0.956363 2.82732 1.03181e-100
 35 0.338096 1.92931 1.0212e-100
 36 -1.86431 3.53778 9.77585e-101
 37 -1.53215 2.15424 1.01092e-100
 38 0.170929 4.4457 1.02773e-100
 39 0.966454 2.91818 1.04577e-100
 40 -0.136653 4.55408 9.51558e-101
 41 -1.83645 2.66661 9.99226e-101
 42 -1.43848 2.06817 1.04644e-100
 43 0.567411 4.15188 1.01146e-100
 44 0.848305 2.54164 9.90596e-101
 45 -0.862727 4.53106 1.00602e-100
 46 -1.13911 1.86517 9.58902e-101
 47 -0.856772 1.75346 1.04788e-100
 48 -0.134038 1.73913 1.00084e-100
 49 0.155874 1.84321 9.85723e-101
 50 0.435859 4.26347 9.63453e-101
 51 -1.87042 3.46271 1.02853e-100
 52 0.965051 3.25838 1.02282e-100
 53 0.729387 2.34662 9.70008e-101
 54 -0.0559466 1.76534 1.04689e-100
 55 0.939447 3.42666 1.0015e-100
 56 -1.03046 1.82267 1.0099e-100
 57 -0.273532 4.56133 9.63967e-101
 58 0.954369 3.3199 1.02333e-100
 59 -1.37441 4.24933 9.628e-101
 60 0.734901 3.91535 9.78844e-101
 61 -1.24176 4.33928 1.038e-100
 62 0.959535 3.14442 1.04755e-100
 63 -0.66608 4.55278 9.95171e-101
 64 -0.568399 4.56209 1.0314e-100
 65 -1.85826 2.84695 1.03102e-100
 66 0.952237 3.05095 9.53865e-101
 67 -0.663393 1.73328 9.57004e-101
 68 -1.65853 3.91693 1.02989e-100
 69 -1.82522 2.72376 9.62027e-101
 70 -1.57075 2.2479 1.03041e-100
 71 -0.226649 1.74189 1.04302e-100
 72 0.550465 2.15164 9.64214e-101
 73 -1.55482 4.05242 9.62244e-101
 74 0.864151 3.63196 1.02407e-100
 75 -1.35641 2.0395 9.76115e-101
 76 -0.774277 4.52267 1.03048e-100
 77 -1.45637 4.15023 1.01014e-100
 78 -1.87324 3.25635 9.89195e-101
 79 -1.74156 2.5377 9.56002e-101
 80 -1.06017 4.4201 1.04672e-100
 81 -1.64513 2.36818 9.65143e-101
 82 -1.73865 3.74694 1.01508e-100
 83 -1.2317 1.96076 9.57701e-101
 84 -0.454649 1.73524 1.01702e-100
 85 0.425471 2.05534 1.00173e-100
 86 0.229576 1.92193 1.01492e-100
 87 -0.746385 1.76535 9.93824e-101
 88 -0.326043 1.74502 9.89853e-101
 89 0.63011 2.26635 9.51646e-101
 90 -1.45575 2.14695 9.53964e-101
 91 0.0403076 1.83399 1.00917e-100
 92 0.836488 2.62448 9.52302e-101
 93 -0.939937 4.45944 9.67068e-101
 94 -1.86513 3.15581 1.00628e-100
 95 0.240676 4.34713 9.78623e-101
 96 -1.14167 1.92105 1.02024e-100
 97 -1.66599 2.42968 9.66972e-101
 98 0.868603 3.5428 1.02885e-100
 99 0.74255 2.45191 1.04539e-100
 100 -0.555451 1.75407 9.59975e-101
 101 0.369629 2.03599 9.82492e-101
 102 -0.0565386 4.46248 1.00701e-100
 103 -1.75617 2.64177 9.95169e-101
 104 0.370689 4.24097 1.02517e-100
 105 -0.460315 4.52319 1.02619e-100
 106 -1.82918 2.93074 1.04883e-100
 107 -1.82933 3.34984 1.04099e-100
 108 -0.366935 4.51504 1.04258e-100
 109 -0.967191 1.85916 1.03877e-100
 110 -1.83891 3.03436 1.00777e-100
 111 -1.64572 3.85064 9.67262e-101
 112 -1.17112 4.32179 1.01279e-100
 113 0.727272 3.82112 9.94113e-101
 114 0.562148 2.23225 1.00918e-100
 115 0.835392 2.7203 9.83208e-101
 116 0.640311 2.33806 1.01322e-100
 117 0.0307946 4.41426 1.02295e-100
 118 -0.833273 1.82712 9.70554e-101
 119 0.865893 3.42117 9.78155e-101
 120 -1.56018 3.94792 1.04476e-100
 121 0.751474 2.54413 1.02886e-100
 122 0.172341 1.94513 9.64636e-101
 123 -0.856536 4.4396 9.92856e-101
 124 0.628261 3.93918 1.04816e-100
 125 0.553833 4.03189 9.65459e-101
 126 -1.23496 4.25591 1.04482e-100
 127 -1.27314 2.05592 1.01094e-100
 128 -1.72695 3.63069 1.0203e-100
 129 0.747861 3.72918 1.00308e-100
 130 -0.0675098 1.85271 1.02048e-100
 131 -1.74861 2.72012 1.03018e-100
 132 -0.158766 4.4547 9.92236e-101
 133 0.454808 2.16066 9.66038e-101
 134 -1.35691 2.13184 1.02992e-100
 135 0.84115 2.82842 1.02361e-100
 136 0.862113 3.3451 9.62406e-101
 137 -1.75224 3.53535 1.01226e-100
 138 -1.53022 2.32729 9.90994e-101
 139 -0.170796 1.83609 9.54914e-101
 140 0.866774 3.05441 9.71797e-101
 141 0.865662 3.22152 1.03817e-100
 142 0.851751 2.93595 9.59725e-101
 143 0.436766 4.1228 9.84736e-101
 144 -1.03382 1.93496 1.02271e-100
 145 -1.35633 4.13173 1.04482e-100
 146 -1.46595 4.01918 9.59139e-101
 147 -0.673106 1.82876 1.01173e-100
 148 -1.76215 3.41787 9.79728e-101
 149 -0.357602 1.82222 9.84526e-101
 150 0.12799 4.32162 1.03036e-100
 151 -1.06828 4.31778 1.01302e-100
 152 -0.273683 1.83549 9.74751e-101
 153 -0.96477 4.36308 9.64354e-101
 154 -1.63231 3.75677 9.84366e-101
 155 0.268293 4.23524 1.02262e-100
 156 -0.733765 1.85237 1.03585e-100
 157 0.649404 3.83872 9.97854e-101
 158 -1.63436 2.53421 9.81167e-101
 159 0.848278 3.15233 1.04839e-100
 160 -1.42677 2.24416 9.60854e-101
 161 0.0344159 4.35579 1.0008e-100
 162 0.742996 2.63268 1.00453e-100
 163 -0.44811 1.82972 9.67977e-101
 164 0.641807 2.44354 9.88415e-101
 165 -0.729756 4.4251 1.03985e-100
 166 0.0361278 1.93246 1.0163e-100
 167 0.747882 3.62134 1.04456e-100
 168 -0.627823 4.43701 1.02305e-100
 169 -0.243477 4.42673 9.58302e-101
 170 0.274067 2.06921 1.0404e-100
 171 0.342281 4.16302 9.61636e-101
 172 -0.334126 4.43789 1.01049e-100
 173 -1.76129 3.25072 1.03592e-100
 174 0.545569 2.32902 9.70739e-101
 175 -1.73158 2.85503 9.64513e-101
 176 -0.433779 4.43752 1.02151e-100
 177 -0.951664 1.94074 1.00035e-100
 178 -1.74511 2.94827 9.92728e-101
 179 -1.74564 3.32837 9.82343e-101
 180 -1.5449 2.42914 9.82014e-101
 181 -1.26209 2.12316 1.01134e-100
 182 -0.0250312 4.35474 1.03443e-100
 183 -1.56192 3.82388 1.04335e-100
 184 -1.15975 2.05422 1.03841e-100
 185 -1.13327 4.24318 1.02148e-100
 186 -0.861457 1.92228 9.65922e-101
 187 -0.534367 1.86431 9.55387e-101
 188 0.450018 4.03104 1.04598e-100
 189 -1.67136 3.56496 9.9487e-101
 190 -1.65013 3.62025 9.5879e-101
 191 -0.543759 4.41395 1.02296e-100
 192 -0.0382 1.94144 9.64875e-101
 193 0.532986 3.92621 9.80913e-101
 194 -1.73067 3.0231 9.89226e-101
 195 -1.45204 2.34159 9.80533e-101
 196 -1.36477 2.24851 9.52231e-101
 197 -0.859083 4.34429 9.5538e-101
 198 0.326192 2.15762 1.01273e-100
 199 -1.06715 4.25344 1.00458e-100
 200 0.154258 4.24127 9.95614e-101
 201 -0.125385 4.35674 1.02318e-100
 202 -1.62595 2.64512 9.84365e-101
 203 -1.72552 3.16624 1.00536e-100
 204 0.728379 2.75038 9.58782e-101
 205 -1.57486 3.735 1.01355e-100
 206 0.731118 3.51603 9.53997e-101
 207 0.430628 2.2657 9.83904e-101
 208 -0.155275 1.92774 1.04042e-100
 209 0.572667 2.44367 1.01799e-100
 210 0.745027 3.45475 1.01681e-100
 211 -1.34971 4.02642 9.90943e-101
 212 -1.24514 4.11931 9.70157e-101
 213 0.629969 3.74009 1.02734e-100
 214 0.74298 2.83409 9.68695e-101
 215 0.635997 2.55918 9.95923e-101
 216 -1.04929 2.03949 1.01318e-100
 217 -0.745958 1.92896 1.00838e-100
 218 0.663432 3.65477 9.86306e-101
 219 -1.42891 3.92528 9.5216e-101
 220 0.142802 2.0629 1.02272e-100
 221 0.672522 2.65985 1.01773e-100
 222 0.560379 3.82575 1.03563e-100
 223 -0.661457 4.36004 1.02035e-100
 224 0.760139 3.24901 1.01741e-100
 225 0.741511 3.3558 1.02523e-100
 226 -1.62805 2.74602 9.59503e-101
 227 -1.65672 3.43887 9.81965e-101
 228 0.742201 2.94637 9.83199e-101
 229 0.365036 2.24366 9.74856e-101
 230 -1.54676 2.5654 9.53689e-101
 231 -1.65271 2.83974 9.9532e-101
 232 -0.7367 4.33438 1.01351e-100
 233 0.749602 3.02961 9.61362e-101
 234 -0.65534 1.93645 9.99595e-101
 235 0.247135 4.1292 1.00183e-100
 236 0.257057 2.16127 1.03585e-100
 237 -1.14243 2.13195 1.02072e-100
 238 0.0694195 4.22999 1.00355e-100
 239 0.358163 4.03104 9.94882e-101
 240 -1.2624 4.0561 1.01323e-100
